Datetime,Resolution code,Elia Grid Load
2025-01-28T15:30:00+01:00,PT15M,7736.575
2025-01-28T15:15:00+01:00,PT15M,7700.631
2025-01-28T15:00:00+01:00,PT15M,7637.283
2025-01-28T14:45:00+01:00,PT15M,7648.424
2025-01-28T14:30:00+01:00,PT15M,7582.047
2025-01-28T14:15:00+01:00,PT15M,7530.92
2025-01-28T14:00:00+01:00,PT15M,7490.468
2025-01-28T13:45:00+01:00,PT15M,7367.874
2025-01-28T13:30:00+01:00,PT15M,7329.928
2025-01-28T13:15:00+01:00,PT15M,7324.769
2025-01-28T13:00:00+01:00,PT15M,7276.589
2025-01-28T12:45:00+01:00,PT15M,7209.433
2025-01-28T12:30:00+01:00,PT15M,7215.891
2025-01-28T12:15:00+01:00,PT15M,7325.557
2025-01-28T12:00:00+01:00,PT15M,7574.587
2025-01-28T11:45:00+01:00,PT15M,7655.784
2025-01-28T11:30:00+01:00,PT15M,7605.995
2025-01-28T11:15:00+01:00,PT15M,7556.688
2025-01-28T11:00:00+01:00,PT15M,7589.541
2025-01-28T10:45:00+01:00,PT15M,7716.618
2025-01-28T10:30:00+01:00,PT15M,7737.881
2025-01-28T10:15:00+01:00,PT15M,7739.482
2025-01-28T10:00:00+01:00,PT15M,7796.214
2025-01-28T09:45:00+01:00,PT15M,7852.501
2025-01-28T09:30:00+01:00,PT15M,7932.526
2025-01-28T09:15:00+01:00,PT15M,7940.353
2025-01-28T09:00:00+01:00,PT15M,8075.242
2025-01-28T08:45:00+01:00,PT15M,8161.385
2025-01-28T08:30:00+01:00,PT15M,8206.017
2025-01-28T08:15:00+01:00,PT15M,8119.963
2025-01-28T08:00:00+01:00,PT15M,8079.506
2025-01-28T07:45:00+01:00,PT15M,7890.936
2025-01-28T07:30:00+01:00,PT15M,7675.398
2025-01-28T07:15:00+01:00,PT15M,7473.339
2025-01-28T07:00:00+01:00,PT15M,7330.362
2025-01-28T06:45:00+01:00,PT15M,7176.085
2025-01-28T06:30:00+01:00,PT15M,7114.691
2025-01-28T06:15:00+01:00,PT15M,6898.622
2025-01-28T06:00:00+01:00,PT15M,6539.441
2025-01-28T05:45:00+01:00,PT15M,6117.848
2025-01-28T05:30:00+01:00,PT15M,5945.598
2025-01-28T05:15:00+01:00,PT15M,5855.458
2025-01-28T05:00:00+01:00,PT15M,5784.586
2025-01-28T04:45:00+01:00,PT15M,5649.315
2025-01-28T04:30:00+01:00,PT15M,5604.476
2025-01-28T04:15:00+01:00,PT15M,5609.742
2025-01-28T04:00:00+01:00,PT15M,5657.771
2025-01-28T03:45:00+01:00,PT15M,5629.209
2025-01-28T03:30:00+01:00,PT15M,5588.011
2025-01-28T03:15:00+01:00,PT15M,5654.759
2025-01-28T03:00:00+01:00,PT15M,5609.915
2025-01-28T02:45:00+01:00,PT15M,5608.949
2025-01-28T02:30:00+01:00,PT15M,5642.647
2025-01-28T02:15:00+01:00,PT15M,5742.433
2025-01-28T02:00:00+01:00,PT15M,5801.015
2025-01-28T01:45:00+01:00,PT15M,5925.902
2025-01-28T01:30:00+01:00,PT15M,5995.549
2025-01-28T01:15:00+01:00,PT15M,5972.996
2025-01-28T01:00:00+01:00,PT15M,6132.169
2025-01-28T00:45:00+01:00,PT15M,6166.176
2025-01-28T00:30:00+01:00,PT15M,6296.502
2025-01-28T00:15:00+01:00,PT15M,6333.455
2025-01-28T00:00:00+01:00,PT15M,6455.475
2025-01-27T23:45:00+01:00,PT15M,6751.918
2025-01-27T23:30:00+01:00,PT15M,6841.391
2025-01-27T23:15:00+01:00,PT15M,6926.496
2025-01-27T23:00:00+01:00,PT15M,7002.125
2025-01-27T22:45:00+01:00,PT15M,7102.511
2025-01-27T22:30:00+01:00,PT15M,7164.628
2025-01-27T22:15:00+01:00,PT15M,7167.318
2025-01-27T22:00:00+01:00,PT15M,7187.514
2025-01-27T21:45:00+01:00,PT15M,7281.038
2025-01-27T21:30:00+01:00,PT15M,7346.485
2025-01-27T21:15:00+01:00,PT15M,7403.389
2025-01-27T21:00:00+01:00,PT15M,7563.737
2025-01-27T20:45:00+01:00,PT15M,7740.619
2025-01-27T20:30:00+01:00,PT15M,7794.656
2025-01-27T20:15:00+01:00,PT15M,7837.899
2025-01-27T20:00:00+01:00,PT15M,7995.713
2025-01-27T19:45:00+01:00,PT15M,8199.607
2025-01-27T19:30:00+01:00,PT15M,8250.958
2025-01-27T19:15:00+01:00,PT15M,8378.762
2025-01-27T19:00:00+01:00,PT15M,8488.282
2025-01-27T18:45:00+01:00,PT15M,8589.098
2025-01-27T18:30:00+01:00,PT15M,8735.121
2025-01-27T18:15:00+01:00,PT15M,8866.544
2025-01-27T18:00:00+01:00,PT15M,8837.093
2025-01-27T17:45:00+01:00,PT15M,8832.53
2025-01-27T17:30:00+01:00,PT15M,8659.385
2025-01-27T17:15:00+01:00,PT15M,8373.925
2025-01-27T17:00:00+01:00,PT15M,8174.678
2025-01-27T16:45:00+01:00,PT15M,8003.607
2025-01-27T16:30:00+01:00,PT15M,7868.912
2025-01-27T16:15:00+01:00,PT15M,7503.642
2025-01-27T16:00:00+01:00,PT15M,7061.265
2025-01-27T15:45:00+01:00,PT15M,6564.774
2025-01-27T15:30:00+01:00,PT15M,6504.061
2025-01-27T15:15:00+01:00,PT15M,6252.101
2025-01-27T15:00:00+01:00,PT15M,6196.043
2025-01-27T14:45:00+01:00,PT15M,5744.336
2025-01-27T14:30:00+01:00,PT15M,5610.707
2025-01-27T14:15:00+01:00,PT15M,5528.671
2025-01-27T14:00:00+01:00,PT15M,5482.972
2025-01-27T13:45:00+01:00,PT15M,5338.673
2025-01-27T13:30:00+01:00,PT15M,5277.513
2025-01-27T13:15:00+01:00,PT15M,5259.447
2025-01-27T13:00:00+01:00,PT15M,5288.729
2025-01-27T12:45:00+01:00,PT15M,5238.333
2025-01-27T12:30:00+01:00,PT15M,5225.193
2025-01-27T12:15:00+01:00,PT15M,5211.12
2025-01-27T12:00:00+01:00,PT15M,5465.396
2025-01-27T11:45:00+01:00,PT15M,5913.042
2025-01-27T11:30:00+01:00,PT15M,6301.199
2025-01-27T11:15:00+01:00,PT15M,6811.396
2025-01-27T11:00:00+01:00,PT15M,7070.548
2025-01-27T10:45:00+01:00,PT15M,7389.534
2025-01-27T10:30:00+01:00,PT15M,7459.632
2025-01-27T10:15:00+01:00,PT15M,7474.99
2025-01-27T10:00:00+01:00,PT15M,7646.448
2025-01-27T09:45:00+01:00,PT15M,7968.017
2025-01-27T09:30:00+01:00,PT15M,8077.254
2025-01-27T09:15:00+01:00,PT15M,8134.232
2025-01-27T09:00:00+01:00,PT15M,8340.842
2025-01-27T08:45:00+01:00,PT15M,8791.351
2025-01-27T08:30:00+01:00,PT15M,8917.882
2025-01-27T08:15:00+01:00,PT15M,8834.606
2025-01-27T08:00:00+01:00,PT15M,8686.198
2025-01-27T07:45:00+01:00,PT15M,8484.35
2025-01-27T07:30:00+01:00,PT15M,7877.915
2025-01-27T07:15:00+01:00,PT15M,7629.625
2025-01-27T07:00:00+01:00,PT15M,7391.339
2025-01-27T06:45:00+01:00,PT15M,6981.632
2025-01-27T06:30:00+01:00,PT15M,6738.956
2025-01-27T06:15:00+01:00,PT15M,6525.061
2025-01-27T06:00:00+01:00,PT15M,6353.652
2025-01-27T05:45:00+01:00,PT15M,5807.442
2025-01-27T05:30:00+01:00,PT15M,5652.215
2025-01-27T05:15:00+01:00,PT15M,5557.584
2025-01-27T05:00:00+01:00,PT15M,5454.279
2025-01-27T04:45:00+01:00,PT15M,5178.404
2025-01-27T04:30:00+01:00,PT15M,5136.287
2025-01-27T04:15:00+01:00,PT15M,5052.407
2025-01-27T04:00:00+01:00,PT15M,5025.675
2025-01-27T03:45:00+01:00,PT15M,4905.196
2025-01-27T03:30:00+01:00,PT15M,4945.748
2025-01-27T03:15:00+01:00,PT15M,4998.17
2025-01-27T03:00:00+01:00,PT15M,5082.503
2025-01-27T02:45:00+01:00,PT15M,5095.795
2025-01-27T02:30:00+01:00,PT15M,5119.42
2025-01-27T02:15:00+01:00,PT15M,5100.477
2025-01-27T02:00:00+01:00,PT15M,5142.568
2025-01-27T01:45:00+01:00,PT15M,5261.54
2025-01-27T01:30:00+01:00,PT15M,5366.079
2025-01-27T01:15:00+01:00,PT15M,5479.294
2025-01-27T01:00:00+01:00,PT15M,5625.989
2025-01-27T00:45:00+01:00,PT15M,5822.814
2025-01-27T00:30:00+01:00,PT15M,5800.966
2025-01-27T00:15:00+01:00,PT15M,5929.833
2025-01-27T00:00:00+01:00,PT15M,6085.452
2025-01-26T23:45:00+01:00,PT15M,6244.072
2025-01-26T23:30:00+01:00,PT15M,6303.569
2025-01-26T23:15:00+01:00,PT15M,6389.037
2025-01-26T23:00:00+01:00,PT15M,6472.318
2025-01-26T22:45:00+01:00,PT15M,6484.291
2025-01-26T22:30:00+01:00,PT15M,6530.525
2025-01-26T22:15:00+01:00,PT15M,6556.895
2025-01-26T22:00:00+01:00,PT15M,6466.428
2025-01-26T21:45:00+01:00,PT15M,6525.992
2025-01-26T21:30:00+01:00,PT15M,6578.071
2025-01-26T21:15:00+01:00,PT15M,6639.093
2025-01-26T21:00:00+01:00,PT15M,6706.962
2025-01-26T20:45:00+01:00,PT15M,6916.684
2025-01-26T20:30:00+01:00,PT15M,7037.05
2025-01-26T20:15:00+01:00,PT15M,7045.921
2025-01-26T20:00:00+01:00,PT15M,7169.156
2025-01-26T19:45:00+01:00,PT15M,7160.509
2025-01-26T19:30:00+01:00,PT15M,7299.246
2025-01-26T19:15:00+01:00,PT15M,7368.797
2025-01-26T19:00:00+01:00,PT15M,7500.131
2025-01-26T18:45:00+01:00,PT15M,7517.889
2025-01-26T18:30:00+01:00,PT15M,7556.029
2025-01-26T18:15:00+01:00,PT15M,7537.508
2025-01-26T18:00:00+01:00,PT15M,7611.323
2025-01-26T17:45:00+01:00,PT15M,7656.437
2025-01-26T17:30:00+01:00,PT15M,7611.855
2025-01-26T17:15:00+01:00,PT15M,7559.71
2025-01-26T17:00:00+01:00,PT15M,7500.617
2025-01-26T16:45:00+01:00,PT15M,7275.028
2025-01-26T16:30:00+01:00,PT15M,7164.31
2025-01-26T16:15:00+01:00,PT15M,7121.973
2025-01-26T16:00:00+01:00,PT15M,7120.89
2025-01-26T15:45:00+01:00,PT15M,7008.507
2025-01-26T15:30:00+01:00,PT15M,6995.466
2025-01-26T15:15:00+01:00,PT15M,7008.726
2025-01-26T15:00:00+01:00,PT15M,7032.442
2025-01-26T14:45:00+01:00,PT15M,6977.337
2025-01-26T14:30:00+01:00,PT15M,6997.489
2025-01-26T14:15:00+01:00,PT15M,6940.823
2025-01-26T14:00:00+01:00,PT15M,6937.611
2025-01-26T13:45:00+01:00,PT15M,6843.411
2025-01-26T13:30:00+01:00,PT15M,6788.738
2025-01-26T13:15:00+01:00,PT15M,6745.197
2025-01-26T13:00:00+01:00,PT15M,6880.817
2025-01-26T12:45:00+01:00,PT15M,6893.689
2025-01-26T12:30:00+01:00,PT15M,6930.884
2025-01-26T12:15:00+01:00,PT15M,6950.381
2025-01-26T12:00:00+01:00,PT15M,6864.128
2025-01-26T11:45:00+01:00,PT15M,6762.672
2025-01-26T11:30:00+01:00,PT15M,6709.861
2025-01-26T11:15:00+01:00,PT15M,6724.057
2025-01-26T11:00:00+01:00,PT15M,6886.072
2025-01-26T10:45:00+01:00,PT15M,7014.386
2025-01-26T10:30:00+01:00,PT15M,7101.549
2025-01-26T10:15:00+01:00,PT15M,7238.755
2025-01-26T10:00:00+01:00,PT15M,7414.37
2025-01-26T09:45:00+01:00,PT15M,7583.883
2025-01-26T09:30:00+01:00,PT15M,7656.793
2025-01-26T09:15:00+01:00,PT15M,7807.312
2025-01-26T09:00:00+01:00,PT15M,7916.822
2025-01-26T08:45:00+01:00,PT15M,8069.847
2025-01-26T08:30:00+01:00,PT15M,7987.797
2025-01-26T08:15:00+01:00,PT15M,7985.666
2025-01-26T08:00:00+01:00,PT15M,7923.908
2025-01-26T07:45:00+01:00,PT15M,7797.385
2025-01-26T07:30:00+01:00,PT15M,7789.031
2025-01-26T07:15:00+01:00,PT15M,7574.478
2025-01-26T07:00:00+01:00,PT15M,7476.499
2025-01-26T06:45:00+01:00,PT15M,7430.157
2025-01-26T06:30:00+01:00,PT15M,7305.373
2025-01-26T06:15:00+01:00,PT15M,7147.608
2025-01-26T06:00:00+01:00,PT15M,7073.085
2025-01-26T05:45:00+01:00,PT15M,6906.948
2025-01-26T05:30:00+01:00,PT15M,6899.561
2025-01-26T05:15:00+01:00,PT15M,6915.509
2025-01-26T05:00:00+01:00,PT15M,6863.931
2025-01-26T04:45:00+01:00,PT15M,6760.849
2025-01-26T04:30:00+01:00,PT15M,6781.118
2025-01-26T04:15:00+01:00,PT15M,6738.471
2025-01-26T04:00:00+01:00,PT15M,6826.444
2025-01-26T03:45:00+01:00,PT15M,6932.353
2025-01-26T03:30:00+01:00,PT15M,6896.981
2025-01-26T03:15:00+01:00,PT15M,6907.738
2025-01-26T03:00:00+01:00,PT15M,7064.222
2025-01-26T02:45:00+01:00,PT15M,7040.388
2025-01-26T02:30:00+01:00,PT15M,7095.467
2025-01-26T02:15:00+01:00,PT15M,7248.222
2025-01-26T02:00:00+01:00,PT15M,7256.331
2025-01-26T01:45:00+01:00,PT15M,7304.584
2025-01-26T01:30:00+01:00,PT15M,7300.029
2025-01-26T01:15:00+01:00,PT15M,7451.1
2025-01-26T01:00:00+01:00,PT15M,7605.885
2025-01-26T00:45:00+01:00,PT15M,7715.855
2025-01-26T00:30:00+01:00,PT15M,7824.404
2025-01-26T00:15:00+01:00,PT15M,7690.713
2025-01-26T00:00:00+01:00,PT15M,7871.917
2025-01-25T23:45:00+01:00,PT15M,8132.899
2025-01-25T23:30:00+01:00,PT15M,8113.351
2025-01-25T23:15:00+01:00,PT15M,8332.698
2025-01-25T23:00:00+01:00,PT15M,8417.142
2025-01-25T22:45:00+01:00,PT15M,8302.953
2025-01-25T22:30:00+01:00,PT15M,8413.231
2025-01-25T22:15:00+01:00,PT15M,8338.582
2025-01-25T22:00:00+01:00,PT15M,8388.128
2025-01-25T21:45:00+01:00,PT15M,8456.127
2025-01-25T21:30:00+01:00,PT15M,8459.209
2025-01-25T21:15:00+01:00,PT15M,8583.358
2025-01-25T21:00:00+01:00,PT15M,8534.552
2025-01-25T20:45:00+01:00,PT15M,8779.025
2025-01-25T20:30:00+01:00,PT15M,8774.317
2025-01-25T20:15:00+01:00,PT15M,8791.065
2025-01-25T20:00:00+01:00,PT15M,9020.661
2025-01-25T19:45:00+01:00,PT15M,9227.986
2025-01-25T19:30:00+01:00,PT15M,9330.415
2025-01-25T19:15:00+01:00,PT15M,9420.494
2025-01-25T19:00:00+01:00,PT15M,9585.995
2025-01-25T18:45:00+01:00,PT15M,9724.259
2025-01-25T18:30:00+01:00,PT15M,9838.677
2025-01-25T18:15:00+01:00,PT15M,9906.057
2025-01-25T18:00:00+01:00,PT15M,9880.389
2025-01-25T17:45:00+01:00,PT15M,9816.684
2025-01-25T17:30:00+01:00,PT15M,9700.158
2025-01-25T17:15:00+01:00,PT15M,9497.586
2025-01-25T17:00:00+01:00,PT15M,9412.448
2025-01-25T16:45:00+01:00,PT15M,9377.968
2025-01-25T16:30:00+01:00,PT15M,9215.862
2025-01-25T16:15:00+01:00,PT15M,9129.554
2025-01-25T16:00:00+01:00,PT15M,8997.069
2025-01-25T15:45:00+01:00,PT15M,8850.232
2025-01-25T15:30:00+01:00,PT15M,8758.137
2025-01-25T15:15:00+01:00,PT15M,8637.01
2025-01-25T15:00:00+01:00,PT15M,8526.236
2025-01-25T14:45:00+01:00,PT15M,8447.435
2025-01-25T14:30:00+01:00,PT15M,8481.261
2025-01-25T14:15:00+01:00,PT15M,8371.087
2025-01-25T14:00:00+01:00,PT15M,8316.533
2025-01-25T13:45:00+01:00,PT15M,8386.76
2025-01-25T13:30:00+01:00,PT15M,8432.109
2025-01-25T13:15:00+01:00,PT15M,8418.215
2025-01-25T13:00:00+01:00,PT15M,8381.682
2025-01-25T12:45:00+01:00,PT15M,8333.343
2025-01-25T12:30:00+01:00,PT15M,8334.257
2025-01-25T12:15:00+01:00,PT15M,8510.442
2025-01-25T12:00:00+01:00,PT15M,8618.317
2025-01-25T11:45:00+01:00,PT15M,8611.091
2025-01-25T11:30:00+01:00,PT15M,8609.783
2025-01-25T11:15:00+01:00,PT15M,8632.354
2025-01-25T11:00:00+01:00,PT15M,8503.641
2025-01-25T10:45:00+01:00,PT15M,8465.511
2025-01-25T10:30:00+01:00,PT15M,8561.657
2025-01-25T10:15:00+01:00,PT15M,8650.439
2025-01-25T10:00:00+01:00,PT15M,8517.341
2025-01-25T09:45:00+01:00,PT15M,8498.597
2025-01-25T09:30:00+01:00,PT15M,8419.448
2025-01-25T09:15:00+01:00,PT15M,8308.643
2025-01-25T09:00:00+01:00,PT15M,8286.9
2025-01-25T08:45:00+01:00,PT15M,8163.673
2025-01-25T08:30:00+01:00,PT15M,7958.174
2025-01-25T08:15:00+01:00,PT15M,7866.198
2025-01-25T08:00:00+01:00,PT15M,7674.876
2025-01-25T07:45:00+01:00,PT15M,7397.314
2025-01-25T07:30:00+01:00,PT15M,7240.741
2025-01-25T07:15:00+01:00,PT15M,7028.834
2025-01-25T07:00:00+01:00,PT15M,6942.151
2025-01-25T06:45:00+01:00,PT15M,6748.411
2025-01-25T06:30:00+01:00,PT15M,6638.066
2025-01-25T06:15:00+01:00,PT15M,6585.336
2025-01-25T06:00:00+01:00,PT15M,6440.7
2025-01-25T05:45:00+01:00,PT15M,6182.316
2025-01-25T05:30:00+01:00,PT15M,6115.526
2025-01-25T05:15:00+01:00,PT15M,6165.237
2025-01-25T05:00:00+01:00,PT15M,6215.844
2025-01-25T04:45:00+01:00,PT15M,6189.807
2025-01-25T04:30:00+01:00,PT15M,6255.226
2025-01-25T04:15:00+01:00,PT15M,6266.607
2025-01-25T04:00:00+01:00,PT15M,6330.386
2025-01-25T03:45:00+01:00,PT15M,6413.038
2025-01-25T03:30:00+01:00,PT15M,6375.992
2025-01-25T03:15:00+01:00,PT15M,6564.021
2025-01-25T03:00:00+01:00,PT15M,6588.05
2025-01-25T02:45:00+01:00,PT15M,6675.673
2025-01-25T02:30:00+01:00,PT15M,6710.781
2025-01-25T02:15:00+01:00,PT15M,6859.068
2025-01-25T02:00:00+01:00,PT15M,6922.056
2025-01-25T01:45:00+01:00,PT15M,7118.271
2025-01-25T01:30:00+01:00,PT15M,7179.364
2025-01-25T01:15:00+01:00,PT15M,7324.895
2025-01-25T01:00:00+01:00,PT15M,7652.229
2025-01-25T00:45:00+01:00,PT15M,7802.319
2025-01-25T00:30:00+01:00,PT15M,7928.482
2025-01-25T00:15:00+01:00,PT15M,8064.878
2025-01-25T00:00:00+01:00,PT15M,8187.223
2025-01-24T23:45:00+01:00,PT15M,8470.102
2025-01-24T23:30:00+01:00,PT15M,8535.754
2025-01-24T23:15:00+01:00,PT15M,8557.97
2025-01-24T23:00:00+01:00,PT15M,8609.692
2025-01-24T22:45:00+01:00,PT15M,8484.19
2025-01-24T22:30:00+01:00,PT15M,8533.814
2025-01-24T22:15:00+01:00,PT15M,8512.232
2025-01-24T22:00:00+01:00,PT15M,8457.714
2025-01-24T21:45:00+01:00,PT15M,8434.412
2025-01-24T21:30:00+01:00,PT15M,8504.636
2025-01-24T21:15:00+01:00,PT15M,8651.696
2025-01-24T21:00:00+01:00,PT15M,8746.434
2025-01-24T20:45:00+01:00,PT15M,8948.634
2025-01-24T20:30:00+01:00,PT15M,9060.518
2025-01-24T20:15:00+01:00,PT15M,9181.926
2025-01-24T20:00:00+01:00,PT15M,9216.143
2025-01-24T19:45:00+01:00,PT15M,9299.494
2025-01-24T19:30:00+01:00,PT15M,9312.136
2025-01-24T19:15:00+01:00,PT15M,9379.093
2025-01-24T19:00:00+01:00,PT15M,9475.308
2025-01-24T18:45:00+01:00,PT15M,9591.887
2025-01-24T18:30:00+01:00,PT15M,9663.038
2025-01-24T18:15:00+01:00,PT15M,9677.305
2025-01-24T18:00:00+01:00,PT15M,9695.846
2025-01-24T17:45:00+01:00,PT15M,9737.985
2025-01-24T17:30:00+01:00,PT15M,9603.082
2025-01-24T17:15:00+01:00,PT15M,9400.998
2025-01-24T17:00:00+01:00,PT15M,9146.483
2025-01-24T16:45:00+01:00,PT15M,8691.451
2025-01-24T16:30:00+01:00,PT15M,8632.791
2025-01-24T16:15:00+01:00,PT15M,8557.541
2025-01-24T16:00:00+01:00,PT15M,8479.652
2025-01-24T15:45:00+01:00,PT15M,8281.79
2025-01-24T15:30:00+01:00,PT15M,8235.833
2025-01-24T15:15:00+01:00,PT15M,8175.839
2025-01-24T15:00:00+01:00,PT15M,8210.77
2025-01-24T14:45:00+01:00,PT15M,8170.056
2025-01-24T14:30:00+01:00,PT15M,8178.196
2025-01-24T14:15:00+01:00,PT15M,8235.409
2025-01-24T14:00:00+01:00,PT15M,8216.503
2025-01-24T13:45:00+01:00,PT15M,8246.773
2025-01-24T13:30:00+01:00,PT15M,8271.066
2025-01-24T13:15:00+01:00,PT15M,8268.91
2025-01-24T13:00:00+01:00,PT15M,8268.42
2025-01-24T12:45:00+01:00,PT15M,8209.137
2025-01-24T12:30:00+01:00,PT15M,8197.855
2025-01-24T12:15:00+01:00,PT15M,8274.24
2025-01-24T12:00:00+01:00,PT15M,8390.648
2025-01-24T11:45:00+01:00,PT15M,8365.652
2025-01-24T11:30:00+01:00,PT15M,8374.67
2025-01-24T11:15:00+01:00,PT15M,8377.608
2025-01-24T11:00:00+01:00,PT15M,8389.063
2025-01-24T10:45:00+01:00,PT15M,8351.587
2025-01-24T10:30:00+01:00,PT15M,8361.968
2025-01-24T10:15:00+01:00,PT15M,8444.402
2025-01-24T10:00:00+01:00,PT15M,8539.453
2025-01-24T09:45:00+01:00,PT15M,8554.483
2025-01-24T09:30:00+01:00,PT15M,8599.141
2025-01-24T09:15:00+01:00,PT15M,8622.07
2025-01-24T09:00:00+01:00,PT15M,8569.903
2025-01-24T08:45:00+01:00,PT15M,8426.688
2025-01-24T08:30:00+01:00,PT15M,8352.878
2025-01-24T08:15:00+01:00,PT15M,8215.247
2025-01-24T08:00:00+01:00,PT15M,8184.698
2025-01-24T07:45:00+01:00,PT15M,7939.697
2025-01-24T07:30:00+01:00,PT15M,7821.53
2025-01-24T07:15:00+01:00,PT15M,7663.237
2025-01-24T07:00:00+01:00,PT15M,7571.589
2025-01-24T06:45:00+01:00,PT15M,7333.071
2025-01-24T06:30:00+01:00,PT15M,7189.629
2025-01-24T06:15:00+01:00,PT15M,7041.866
2025-01-24T06:00:00+01:00,PT15M,6844.524
2025-01-24T05:45:00+01:00,PT15M,6529.309
2025-01-24T05:30:00+01:00,PT15M,6424.878
2025-01-24T05:15:00+01:00,PT15M,6298.748
2025-01-24T05:00:00+01:00,PT15M,6267.06
2025-01-24T04:45:00+01:00,PT15M,6232.512
2025-01-24T04:30:00+01:00,PT15M,6214.16
2025-01-24T04:15:00+01:00,PT15M,6303.063
2025-01-24T04:00:00+01:00,PT15M,6364.805
2025-01-24T03:45:00+01:00,PT15M,6520.941
2025-01-24T03:30:00+01:00,PT15M,6478.7
2025-01-24T03:15:00+01:00,PT15M,6525.546
2025-01-24T03:00:00+01:00,PT15M,6547.679
2025-01-24T02:45:00+01:00,PT15M,6565.282
2025-01-24T02:30:00+01:00,PT15M,6534.713
2025-01-24T02:15:00+01:00,PT15M,6544.791
2025-01-24T02:00:00+01:00,PT15M,6461.232
2025-01-24T01:45:00+01:00,PT15M,6486.601
2025-01-24T01:30:00+01:00,PT15M,6553.488
2025-01-24T01:15:00+01:00,PT15M,6614.38
2025-01-24T01:00:00+01:00,PT15M,6855.23
2025-01-24T00:45:00+01:00,PT15M,6884.803
2025-01-24T00:30:00+01:00,PT15M,6984.624
2025-01-24T00:15:00+01:00,PT15M,7079.412
2025-01-24T00:00:00+01:00,PT15M,7231.481
2025-01-23T23:45:00+01:00,PT15M,7353.644
2025-01-23T23:30:00+01:00,PT15M,7411.178
2025-01-23T23:15:00+01:00,PT15M,7483.622
2025-01-23T23:00:00+01:00,PT15M,7509.778
2025-01-23T22:45:00+01:00,PT15M,7498.765
2025-01-23T22:30:00+01:00,PT15M,7565.826
2025-01-23T22:15:00+01:00,PT15M,7577.074
2025-01-23T22:00:00+01:00,PT15M,7495.454
2025-01-23T21:45:00+01:00,PT15M,7470.585
2025-01-23T21:30:00+01:00,PT15M,7511.088
2025-01-23T21:15:00+01:00,PT15M,7663.844
2025-01-23T21:00:00+01:00,PT15M,7765.903
2025-01-23T20:45:00+01:00,PT15M,7867.128
2025-01-23T20:30:00+01:00,PT15M,7963.985
2025-01-23T20:15:00+01:00,PT15M,8121.61
2025-01-23T20:00:00+01:00,PT15M,8261.995
2025-01-23T19:45:00+01:00,PT15M,8460.915
2025-01-23T19:30:00+01:00,PT15M,8593.396
2025-01-23T19:15:00+01:00,PT15M,8687.559
2025-01-23T19:00:00+01:00,PT15M,8766.671
2025-01-23T18:45:00+01:00,PT15M,8935.022
2025-01-23T18:30:00+01:00,PT15M,9016.451
2025-01-23T18:15:00+01:00,PT15M,9072.035
2025-01-23T18:00:00+01:00,PT15M,9136.839
2025-01-23T17:45:00+01:00,PT15M,9332.389
2025-01-23T17:30:00+01:00,PT15M,9427.427
2025-01-23T17:15:00+01:00,PT15M,9141.947
2025-01-23T17:00:00+01:00,PT15M,8891.14
2025-01-23T16:45:00+01:00,PT15M,8693.213
2025-01-23T16:30:00+01:00,PT15M,8625.609
2025-01-23T16:15:00+01:00,PT15M,8604.015
2025-01-23T16:00:00+01:00,PT15M,8568.52
2025-01-23T15:45:00+01:00,PT15M,8507.398
2025-01-23T15:30:00+01:00,PT15M,8398.332
2025-01-23T15:15:00+01:00,PT15M,8380.51
2025-01-23T15:00:00+01:00,PT15M,8655.442
2025-01-23T14:45:00+01:00,PT15M,8522.954
2025-01-23T14:30:00+01:00,PT15M,8661.771
2025-01-23T14:15:00+01:00,PT15M,8535.802
2025-01-23T14:00:00+01:00,PT15M,8577.886
2025-01-23T13:45:00+01:00,PT15M,8509.53
2025-01-23T13:30:00+01:00,PT15M,8565.911
2025-01-23T13:15:00+01:00,PT15M,8647.734
2025-01-23T13:00:00+01:00,PT15M,8666.257
2025-01-23T12:45:00+01:00,PT15M,8604.09
2025-01-23T12:30:00+01:00,PT15M,8458.108
2025-01-23T12:15:00+01:00,PT15M,8421.6
2025-01-23T12:00:00+01:00,PT15M,8655.274
2025-01-23T11:45:00+01:00,PT15M,9110.21
2025-01-23T11:30:00+01:00,PT15M,9155.941
2025-01-23T11:15:00+01:00,PT15M,9074.426
2025-01-23T11:00:00+01:00,PT15M,9343.879
2025-01-23T10:45:00+01:00,PT15M,9657.264
2025-01-23T10:30:00+01:00,PT15M,9840.983
2025-01-23T10:15:00+01:00,PT15M,10000.216
2025-01-23T10:00:00+01:00,PT15M,10233.238
2025-01-23T09:45:00+01:00,PT15M,10388.445
2025-01-23T09:30:00+01:00,PT15M,10327.357
2025-01-23T09:15:00+01:00,PT15M,10425.547
2025-01-23T09:00:00+01:00,PT15M,10319.188
2025-01-23T08:45:00+01:00,PT15M,10156.075
2025-01-23T08:30:00+01:00,PT15M,10108.967
2025-01-23T08:15:00+01:00,PT15M,10043.627
2025-01-23T08:00:00+01:00,PT15M,9868.408
2025-01-23T07:45:00+01:00,PT15M,9626.741
2025-01-23T07:30:00+01:00,PT15M,9391.295
2025-01-23T07:15:00+01:00,PT15M,9218.068
2025-01-23T07:00:00+01:00,PT15M,8978.701
2025-01-23T06:45:00+01:00,PT15M,8882.618
2025-01-23T06:30:00+01:00,PT15M,8573.48
